,SA1_MAINCO,Disinvested,SA1_7DIG16,low_income,Influx_affluent,increased_11_16,Gentrified_11_16
2127,20801116920,False,2116920,False,True,True,False
2128,20801116921,False,2116921,False,True,True,False
2129,20801116922,False,2116922,False,True,True,False
2130,20801116923,False,2116923,False,True,True,False
2131,20801116924,False,2116924,False,True,True,False
2132,20801116925,False,2116925,False,True,True,False
2133,20801116926,False,2116926,False,False,True,False
2134,20801116927,False,2116927,False,False,True,False
2135,20801116928,False,2116928,False,True,True,False
2136,20801116929,False,2116929,False,True,True,False
2137,20801116930,False,2116930,False,True,True,False
2138,20801116931,False,2116931,False,True,True,False
2139,20801116932,False,2116932,False,True,True,False
2140,20801116933,False,2116933,False,True,True,False
2141,20801116934,False,2116934,False,True,True,False
2142,20801116935,False,2116935,False,True,True,False
2143,20801116936,False,2116936,False,True,True,False
2144,20801116937,False,2116937,False,True,True,False
2145,20801116938,False,2116938,True,True,True,False
2146,20801116939,False,2116939,False,True,True,False
2147,20801116940,False,2116940,False,True,True,False
2148,20801116941,False,2116941,False,True,True,False
2149,20801116942,False,2116942,False,True,True,False
2150,20801116943,False,2116943,False,True,True,False
2151,20801116944,False,2116944,False,True,True,False
2152,20801116945,False,2116945,False,True,True,False
2153,20801116946,False,2116946,False,False,True,False
2154,20801116947,False,2116947,False,True,True,False
2155,20801116948,False,2116948,False,True,True,False
2156,20801116949,False,2116949,False,False,True,False
2157,20801116950,False,2116950,False,True,True,False
2158,20801116951,False,2116951,False,True,True,False
2159,20801116952,False,2116952,False,True,True,False
2160,20801116953,False,2116953,False,True,True,False
2161,20801117001,True,2117001,False,True,True,False
2162,20801117002,True,2117002,False,False,True,False
2163,20801117003,True,2117003,False,True,True,False
2164,20801117004,True,2117004,False,False,True,False
2165,20801117005,True,2117005,False,True,True,False
2166,20801117006,True,2117006,False,False,True,False
2167,20801117007,True,2117007,False,False,True,False
2168,20801117008,True,2117008,False,True,True,False
2169,20801117009,True,2117009,False,True,True,False
2170,20801117010,True,2117010,False,True,True,False
2171,20801117011,True,2117011,False,True,True,False
2172,20801117012,True,2117012,False,True,True,False
2173,20801117013,True,2117013,False,False,True,False
2174,20801117014,True,2117014,False,False,True,False
2175,20801117015,True,2117015,False,False,True,False
2176,20801117016,True,2117016,False,True,True,False
2177,20801117017,True,2117017,False,True,True,False
2178,20801117018,True,2117018,False,True,True,False
2179,20801117019,True,2117019,True,True,True,True
2180,20801117020,True,2117020,False,True,True,False
2181,20801117021,True,2117021,False,False,True,False
2182,20801117022,True,2117022,False,True,True,False
2183,20801117023,True,2117023,False,False,True,False
2184,20801117024,True,2117024,False,True,True,False
2185,20801117025,True,2117025,False,True,True,False
2186,20801117026,True,2117026,False,True,True,False
2187,20801117027,True,2117027,False,True,True,False
2188,20801117028,True,2117028,False,False,True,False
2189,20801117029,True,2117029,False,True,True,False
2190,20801117030,True,2117030,True,True,True,True
2191,20801117031,True,2117031,False,True,True,False
2192,20801117032,True,2117032,False,True,True,False
2193,20801117033,True,2117033,False,False,True,False
2194,20801117034,True,2117034,False,False,True,False
2195,20801117035,True,2117035,False,True,True,False
2196,20801117036,True,2117036,False,True,True,False
2197,20801117037,True,2117037,False,False,True,False
2198,20801117038,True,2117038,False,True,True,False
2199,20801117101,True,2117101,True,True,True,True
2200,20801117102,True,2117102,False,True,True,False
2201,20801117103,True,2117103,False,False,True,False
2202,20801117104,True,2117104,False,True,True,False
2203,20801117105,True,2117105,False,True,True,False
2204,20801117106,True,2117106,False,True,True,False
2205,20801117107,True,2117107,False,True,True,False
2206,20801117108,True,2117108,False,True,True,False
2207,20801117109,True,2117109,False,True,True,False
2208,20801117110,True,2117110,False,True,True,False
2209,20801117111,True,2117111,False,False,True,False
2210,20801117112,True,2117112,False,True,True,False
2211,20801117113,True,2117113,True,True,True,True
2212,20801117114,True,2117114,False,True,True,False
2213,20801117115,True,2117115,False,True,True,False
2214,20801117116,True,2117116,True,True,True,True
2215,20801117117,True,2117117,False,True,True,False
2216,20801117118,True,2117118,False,True,True,False
2217,20801117119,True,2117119,False,True,True,False
2218,20801117120,True,2117120,True,False,True,False
2219,20801117121,True,2117121,True,True,True,True
2220,20801117122,True,2117122,True,True,True,True
2221,20801117123,True,2117123,True,True,True,True
2222,20801117201,False,2117201,False,True,True,False
2223,20801117202,False,2117202,False,True,True,False
2224,20801117203,False,2117203,False,True,True,False
2225,20801117204,False,2117204,False,True,True,False
2226,20801117205,False,2117205,False,False,True,False
2227,20801117206,False,2117206,False,True,True,False
2228,20801117207,False,2117207,False,True,True,False
2229,20801117208,False,2117208,False,True,True,False
2230,20801117209,False,2117209,False,True,True,False
2231,20801117210,False,2117210,False,True,True,False
2232,20801117211,False,2117211,False,True,True,False
2233,20801117212,False,2117212,False,True,True,False
2234,20801117213,False,2117213,False,True,True,False
2235,20801117214,False,2117214,False,True,True,False
2236,20801117215,False,2117215,False,True,True,False
2237,20801117216,False,2117216,True,True,True,False
2238,20801117217,False,2117217,True,True,True,False
2239,20801117218,False,2117218,True,False,True,False
2240,20801117219,False,2117219,False,True,True,False
2241,20801117220,False,2117220,True,False,True,False
2242,20801117221,False,2117221,True,True,True,False
2243,20801117222,False,2117222,False,False,True,False
2244,20801117223,False,2117223,True,True,True,False
2245,20801117224,False,2117224,False,True,True,False
2246,20801117225,False,2117225,False,True,True,False
2247,20801117226,False,2117226,False,True,True,False
2248,20801117227,False,2117227,False,True,True,False
2249,20801117228,False,2117228,False,True,True,False
2250,20801117229,False,2117229,False,True,True,False
2251,20801117230,False,2117230,False,True,True,False
2252,20801117231,False,2117231,False,True,True,False
2253,20801117232,False,2117232,False,True,True,False
2254,20801117233,False,2117233,False,True,True,False
2255,20801117234,False,2117234,False,True,True,False
2256,20801117235,False,2117235,False,True,True,False
2257,20801117236,False,2117236,False,True,True,False
2258,20801117237,False,2117237,False,True,True,False
2259,20801117238,False,2117238,False,True,True,False
2260,20801117301,False,2117301,False,True,True,False
2261,20801117302,False,2117302,False,True,True,False
2262,20801117303,False,2117303,False,True,True,False
2263,20801117304,False,2117304,False,True,True,False
2264,20801117305,False,2117305,False,True,True,False
2265,20801117306,False,2117306,False,False,True,False
2266,20801117307,False,2117307,False,True,True,False
2267,20801117308,False,2117308,False,True,True,False
2268,20801117309,False,2117309,False,True,True,False
2269,20801117310,False,2117310,False,True,True,False
2270,20801117311,False,2117311,True,True,True,False
2271,20801117312,False,2117312,False,True,True,False
2272,20801117313,False,2117313,False,True,True,False
2273,20801117314,False,2117314,False,True,True,False
2274,20801117315,False,2117315,False,True,True,False
2275,20801117316,False,2117316,False,False,True,False
2276,20801117317,False,2117317,False,True,True,False
2277,20801117318,False,2117318,False,False,True,False
2278,20801117319,False,2117319,False,False,True,False
2279,20801117320,False,2117320,False,False,True,False
2280,20801117321,False,2117321,False,True,True,False
2281,20801117322,False,2117322,False,True,True,False
2282,20801117323,False,2117323,True,True,True,False
2283,20801117324,False,2117324,False,True,True,False
2284,20801117325,False,2117325,False,True,True,False
2285,20801117326,False,2117326,False,True,True,False
2286,20801117327,False,2117327,False,True,True,False
2287,20801117328,False,2117328,False,True,True,False
2288,20801117329,False,2117329,False,True,True,False
2289,20801117330,False,2117330,False,True,True,False
2290,20801117331,False,2117331,False,True,True,False
2291,20801117332,False,2117332,False,True,True,False
2292,20801117333,False,2117333,False,True,True,False
2293,20801117334,False,2117334,False,True,True,False
2294,20801117335,False,2117335,False,False,True,False
2295,20801117336,False,2117336,False,True,True,False
2296,20802117401,False,2117401,False,False,True,False
2297,20802117402,False,2117402,False,True,True,False
2298,20802117403,False,2117403,False,True,True,False
2299,20802117404,False,2117404,False,True,True,False
2300,20802117405,False,2117405,False,True,True,False
2301,20802117406,False,2117406,False,True,True,False
2302,20802117407,False,2117407,False,False,True,False
2303,20802117408,False,2117408,True,True,True,False
2304,20802117409,False,2117409,False,True,True,False
2305,20802117410,False,2117410,False,True,True,False
2306,20802117411,False,2117411,False,True,True,False
2307,20802117412,False,2117412,False,False,True,False
2308,20802117413,False,2117413,False,True,True,False
2309,20802117414,False,2117414,False,True,True,False
2310,20802117415,False,2117415,False,True,True,False
2311,20802117416,False,2117416,False,True,True,False
2312,20802117417,False,2117417,False,True,True,False
2313,20802117418,False,2117418,False,True,True,False
2314,20802117419,False,2117419,False,True,True,False
2315,20802117420,False,2117420,False,True,True,False
2316,20802117421,False,2117421,False,True,True,False
2317,20802117422,False,2117422,True,True,True,False
2318,20802117423,False,2117423,False,False,True,False
2319,20802117424,False,2117424,True,False,True,False
2320,20802117425,False,2117425,False,True,True,False
2321,20802117426,False,2117426,False,True,True,False
2322,20802117427,False,2117427,False,True,True,False
2323,20802117428,False,2117428,False,True,True,False
2324,20802117429,False,2117429,False,True,True,False
2325,20802117430,False,2117430,False,True,True,False
2326,20802117431,False,2117431,False,True,True,False
2327,20802117432,False,2117432,False,True,True,False
2328,20802117433,False,2117433,True,True,True,False
2329,20802117434,False,2117434,True,True,True,False
2330,20802117435,False,2117435,False,True,True,False
2331,20802117436,False,2117436,False,True,True,False
2332,20802117437,False,2117437,False,True,True,False
2333,20802117438,False,2117438,False,True,True,False
2334,20802117439,False,2117439,False,True,True,False
2335,20802117440,False,2117440,False,True,True,False
2336,20802117441,False,2117441,False,True,True,False
2337,20802117442,False,2117442,False,True,True,False
2338,20802117443,False,2117443,False,True,True,False
2339,20802117444,False,2117444,False,True,True,False
2340,20802117445,False,2117445,False,True,True,False
2341,20802117446,False,2117446,False,True,True,False
2342,20802117447,False,2117447,False,True,True,False
2343,20802117448,False,2117448,False,True,True,False
2344,20802117449,False,2117449,True,True,True,False
2345,20802117450,False,2117450,False,True,True,False
2346,20802117451,False,2117451,False,True,True,False
2347,20802117452,False,2117452,False,True,True,False
2348,20802117601,False,2117601,False,True,True,False
2349,20802117602,False,2117602,False,True,True,False
2350,20802117603,False,2117603,False,True,True,False
2351,20802117604,False,2117604,True,True,True,False
2352,20802117605,False,2117605,False,True,True,False
2353,20802117606,False,2117606,False,True,True,False
2354,20802117607,False,2117607,False,False,True,False
2355,20802117608,False,2117608,False,True,True,False
2356,20802117609,False,2117609,False,True,True,False
2357,20802117610,False,2117610,False,True,True,False
2358,20802117611,False,2117611,True,True,True,False
2359,20802117612,False,2117612,True,False,True,False
2360,20802117613,False,2117613,True,True,True,False
2361,20802117614,False,2117614,True,True,True,False
2362,20802117615,False,2117615,True,True,True,False
2363,20802117616,False,2117616,False,True,True,False
2364,20802117617,False,2117617,False,False,True,False
2365,20802117618,False,2117618,False,True,True,False
2366,20802117619,False,2117619,False,True,True,False
2367,20802117620,False,2117620,True,True,True,False
2368,20802117621,False,2117621,True,True,True,False
2369,20802117622,False,2117622,False,True,True,False
2370,20802117623,False,2117623,False,True,True,False
2371,20802117624,False,2117624,False,True,True,False
2372,20802117625,False,2117625,True,True,True,False
2373,20802117626,False,2117626,False,True,True,False
2374,20802117627,False,2117627,True,True,True,False
2375,20802117628,False,2117628,True,True,True,False
2376,20802117629,False,2117629,True,True,True,False
2377,20802117630,False,2117630,True,True,True,False
2378,20802117631,False,2117631,False,True,True,False
2379,20802117632,False,2117632,False,True,True,False
2380,20802117633,False,2117633,False,True,True,False
2381,20802117634,False,2117634,True,True,True,False
2382,20802117635,False,2117635,False,True,True,False
2383,20802117636,False,2117636,True,False,True,False
2384,20802117637,False,2117637,True,True,True,False
2385,20802117638,False,2117638,False,False,True,False
2386,20802117639,False,2117639,True,True,True,False
2387,20802117701,False,2117701,True,True,True,False
2388,20802117702,False,2117702,True,True,True,False
2389,20802117703,False,2117703,False,True,True,False
2390,20802117704,False,2117704,False,False,True,False
2391,20802117705,False,2117705,False,True,True,False
2392,20802117706,False,2117706,True,True,True,False
2393,20802117707,False,2117707,False,False,True,False
2394,20802117708,False,2117708,False,True,True,False
2395,20802117709,False,2117709,False,True,True,False
2396,20802117710,False,2117710,True,True,True,False
2397,20802117711,False,2117711,False,True,True,False
2398,20802117712,False,2117712,False,True,True,False
2399,20802117713,False,2117713,False,True,True,False
2400,20802117714,False,2117714,False,False,True,False
2401,20802117715,False,2117715,False,True,True,False
2402,20802117716,False,2117716,False,True,True,False
2403,20802117717,False,2117717,False,True,True,False
2404,20802117718,False,2117718,False,True,True,False
2405,20802117719,False,2117719,False,True,True,False
2406,20802117720,False,2117720,False,True,True,False
2407,20802117721,False,2117721,False,True,True,False
2408,20802117722,False,2117722,True,True,True,False
2409,20802117723,False,2117723,False,True,True,False
2410,20802117724,False,2117724,False,True,True,False
2411,20802117725,False,2117725,False,True,True,False
2412,20802117726,False,2117726,False,True,True,False
2413,20802117727,False,2117727,False,True,True,False
2414,20802117728,False,2117728,False,False,True,False
2415,20802117729,False,2117729,False,False,True,False
2416,20802117730,False,2117730,False,False,True,False
2417,20802117731,False,2117731,False,True,True,False
2418,20802117732,False,2117732,False,False,True,False
2419,20802117733,False,2117733,False,False,True,False
2420,20802117734,False,2117734,False,True,True,False
2421,20802117735,False,2117735,False,True,True,False
2422,20802117736,False,2117736,False,False,True,False
2423,20802117737,False,2117737,False,True,True,False
2424,20802117738,False,2117738,False,True,True,False
2425,20802117739,False,2117739,False,True,True,False
2426,20802117740,False,2117740,False,True,True,False
2427,20802117741,False,2117741,False,True,True,False
2428,20802117742,False,2117742,False,True,True,False
2429,20802117743,False,2117743,False,True,True,False
2430,20802117744,False,2117744,False,True,True,False
2431,20802117745,False,2117745,False,True,True,False
2432,20802117746,False,2117746,False,False,True,False
2433,20802117747,False,2117747,False,False,True,False
2434,20802117748,False,2117748,True,True,True,False
2435,20802117749,False,2117749,False,True,True,False
2436,20802117750,False,2117750,False,False,True,False
2437,20802117751,False,2117751,False,True,True,False
2438,20802117752,False,2117752,False,True,True,False
2439,20802117753,False,2117753,False,False,True,False
2440,20802117754,False,2117754,False,False,True,False
2441,20802117755,False,2117755,True,False,True,False
2442,20802117801,False,2117801,False,True,True,False
2443,20802117802,False,2117802,False,False,True,False
2444,20802117803,False,2117803,False,True,True,False
2445,20802117804,False,2117804,False,False,True,False
2446,20802117805,False,2117805,False,True,True,False
2447,20802117806,False,2117806,False,True,True,False
2448,20802117807,False,2117807,False,True,True,False
2449,20802117808,False,2117808,False,True,True,False
2450,20802117809,False,2117809,False,False,True,False
2451,20802117810,False,2117810,True,True,True,False
2452,20802117811,False,2117811,False,True,True,False
2453,20802117812,False,2117812,False,True,True,False
2454,20802117813,False,2117813,False,True,True,False
2455,20802117814,False,2117814,False,True,True,False
2456,20802117815,False,2117815,False,True,True,False
2457,20802117816,False,2117816,False,True,True,False
2458,20802117817,False,2117817,False,True,True,False
2459,20802117818,False,2117818,False,True,True,False
2460,20802117819,False,2117819,False,True,True,False
2461,20802117820,False,2117820,False,True,True,False
2462,20802117821,False,2117821,False,True,True,False
2463,20802117822,False,2117822,True,True,True,False
2464,20802117823,False,2117823,False,True,True,False
2465,20802117824,False,2117824,False,False,True,False
2466,20802117825,False,2117825,True,True,True,False
2467,20802117826,False,2117826,False,True,True,False
2468,20802117827,False,2117827,False,True,True,False
2469,20802117828,False,2117828,True,True,True,False
2470,20802117829,False,2117829,False,True,True,False
2471,20802117830,False,2117830,False,True,True,False
2472,20802117831,False,2117831,False,True,True,False
2473,20802117832,False,2117832,False,True,True,False
2474,20802117833,False,2117833,False,True,True,False
2475,20802117834,False,2117834,False,True,True,False
2476,20802117835,False,2117835,False,True,True,False
2477,20802117836,False,2117836,False,False,True,False
2478,20802117837,False,2117837,False,False,True,False
2479,20802117838,False,2117838,False,True,True,False
2480,20802117839,False,2117839,False,True,True,False
2481,20802117840,False,2117840,False,True,True,False
2482,20802117841,False,2117841,False,True,True,False
2483,20802117842,False,2117842,False,True,True,False
2484,20802117843,False,2117843,True,True,True,False
2485,20802117901,False,2117901,False,True,True,False
2486,20802117902,False,2117902,False,False,True,False
2487,20802117903,False,2117903,False,True,True,False
2488,20802117904,False,2117904,False,True,True,False
2489,20802117905,False,2117905,False,True,True,False
2490,20802117906,False,2117906,False,True,True,False
2491,20802117907,False,2117907,True,True,True,False
2492,20802117908,False,2117908,False,True,True,False
2493,20802117909,False,2117909,False,True,True,False
2494,20802117910,False,2117910,False,True,True,False
2495,20802117911,False,2117911,False,True,True,False
2496,20802117912,False,2117912,False,True,True,False
2497,20802117913,False,2117913,False,True,True,False
2498,20802117914,False,2117914,False,True,True,False
2499,20802117915,False,2117915,False,True,True,False
2500,20802117916,False,2117916,False,True,True,False
2501,20802117917,False,2117917,False,True,True,False
2502,20802117918,False,2117918,True,True,True,False
2503,20802117919,False,2117919,False,True,True,False
2504,20802117920,False,2117920,False,False,True,False
2505,20802117921,False,2117921,False,True,True,False
2506,20802117922,False,2117922,False,True,True,False
2507,20802117923,False,2117923,False,True,True,False
2508,20802117924,False,2117924,False,True,True,False
2509,20802117925,False,2117925,False,True,True,False
2510,20802117926,False,2117926,False,True,True,False
2511,20802117927,False,2117927,False,False,True,False
2512,20802117928,False,2117928,False,True,True,False
2513,20802118001,False,2118001,False,False,True,False
2514,20802118002,False,2118002,True,False,True,False
2515,20802118003,False,2118003,True,True,True,False
2516,20802118004,False,2118004,False,True,True,False
2517,20802118005,False,2118005,False,True,True,False
2518,20802118006,False,2118006,False,True,True,False
2519,20802118007,False,2118007,True,True,True,False
2520,20802118008,False,2118008,True,True,True,False
2521,20802118009,False,2118009,False,True,True,False
2522,20802118010,False,2118010,False,True,True,False
2523,20802118011,False,2118011,False,True,True,False
2524,20802118012,False,2118012,False,True,True,False
2525,20802118013,False,2118013,False,True,True,False
2526,20802118014,False,2118014,False,True,True,False
2527,20802118015,False,2118015,False,True,True,False
2528,20802118016,False,2118016,False,False,True,False
2529,20802118017,False,2118017,True,True,True,False
2530,20802118101,False,2118101,False,True,True,False
2531,20802118102,False,2118102,False,True,True,False
2532,20802118103,False,2118103,False,True,True,False
2533,20802118104,False,2118104,False,True,True,False
2534,20802118105,False,2118105,False,True,True,False
2535,20802118106,False,2118106,False,True,True,False
2536,20802118107,False,2118107,True,True,True,False
2537,20802118108,False,2118108,True,True,True,False
2538,20802118109,False,2118109,True,True,True,False
2539,20802118110,False,2118110,False,True,True,False
2540,20802118111,False,2118111,False,False,True,False
2541,20802118112,False,2118112,False,False,True,False
2542,20802118113,False,2118113,False,True,True,False
2543,20802118114,False,2118114,False,True,True,False
2544,20802118115,False,2118115,True,True,True,False
2545,20802118116,False,2118116,True,False,True,False
2546,20802118117,False,2118117,True,True,True,False
2547,20802118118,False,2118118,False,True,True,False
2548,20802118119,False,2118119,False,True,True,False
2549,20802118120,False,2118120,False,True,True,False
2550,20802118201,True,2118201,False,True,True,False
2551,20802118202,False,2118202,False,True,True,False
2552,20802118203,False,2118203,True,True,True,False
2553,20802118204,False,2118204,True,True,True,False
2554,20802118205,False,2118205,False,True,True,False
2555,20802118206,False,2118206,False,True,True,False
2556,20802118207,False,2118207,True,True,True,False
2557,20802118208,False,2118208,False,True,True,False
2558,20802118209,False,2118209,True,False,True,False
2559,20802118210,False,2118210,False,True,True,False
2560,20802118211,False,2118211,True,True,True,False
2561,20802118212,False,2118212,True,True,True,False
2562,20802118213,False,2118213,False,True,True,False
2563,20802118214,False,2118214,True,True,True,False
2564,20802118215,False,2118215,False,True,True,False
2565,20802118216,False,2118216,True,True,True,False
2566,20802118217,False,2118217,True,True,True,False
2567,20802118218,False,2118218,True,True,True,False
2568,20802118219,False,2118219,False,True,True,False
2569,20802118220,False,2118220,False,True,True,False
2570,20802118221,True,2118221,False,True,True,False
2571,20802118222,True,2118222,False,True,True,False
2572,20802118223,True,2118223,False,True,True,False
2573,20802118224,True,2118224,False,True,True,False
2574,20802118225,True,2118225,False,True,True,False
2575,20802118226,True,2118226,False,True,True,False
2576,20802118227,False,2118227,True,False,True,False
2577,20802142601,False,2142601,False,True,True,False
2578,20802142602,False,2142602,False,True,True,False
2579,20802142603,False,2142603,False,False,True,False
2580,20802142604,False,2142604,False,True,True,False
2581,20802142605,False,2142605,False,True,True,False
2582,20802142606,False,2142606,False,True,True,False
2583,20802142607,False,2142607,False,True,True,False
2584,20802142608,False,2142608,False,True,True,False
2585,20802142609,False,2142609,False,True,True,False
2586,20802142610,False,2142610,False,True,True,False
2587,20802142611,False,2142611,False,False,True,False
2588,20802142612,False,2142612,False,True,True,False
2589,20802142613,False,2142613,False,True,True,False
2590,20802142614,False,2142614,False,True,True,False
2591,20802142615,False,2142615,True,True,True,False
2592,20802142616,False,2142616,False,True,True,False
2593,20802142617,False,2142617,False,True,True,False
2594,20802142618,False,2142618,False,True,True,False
2595,20802142619,False,2142619,False,True,True,False
2596,20802142620,False,2142620,True,True,True,False
2597,20802142621,False,2142621,False,True,True,False
2598,20802142622,False,2142622,False,True,True,False
2599,20802142623,False,2142623,False,True,True,False
2600,20802142624,False,2142624,False,True,True,False
2601,20802142625,False,2142625,False,True,True,False
2602,20802142626,False,2142626,False,True,True,False
2603,20802142627,False,2142627,False,True,True,False
2604,20802142628,False,2142628,True,True,True,False
2605,20802142629,False,2142629,True,False,True,False
2606,20802142630,False,2142630,False,True,True,False
2607,20802142631,False,2142631,False,True,True,False
2608,20802142632,False,2142632,False,True,True,False
2609,20802142633,False,2142633,False,True,True,False
2610,20802142634,False,2142634,False,True,True,False
2611,20802142701,False,2142701,True,True,True,False
2612,20802142702,False,2142702,True,True,True,False
2613,20802142703,False,2142703,False,True,True,False
2614,20802142704,False,2142704,False,True,True,False
2615,20802142705,False,2142705,True,True,True,False
2616,20802142706,False,2142706,False,True,True,False
2617,20802142707,False,2142707,False,True,True,False
2618,20802142708,False,2142708,True,True,True,False
2619,20802142709,False,2142709,False,True,True,False
2620,20802142710,False,2142710,False,True,True,False
2621,20802142711,False,2142711,False,True,True,False
2622,20802142712,False,2142712,False,True,True,False
2623,20802142713,False,2142713,False,True,True,False
2624,20802142714,False,2142714,False,False,True,False
2625,20802142715,False,2142715,False,True,True,False
2626,20802142716,False,2142716,False,True,True,False
2627,20802142717,False,2142717,False,True,True,False
2628,20802142718,False,2142718,False,True,True,False
2629,20802142719,False,2142719,False,True,True,False
2630,20802142720,False,2142720,False,True,True,False
2631,20802142721,False,2142721,True,True,True,False
2632,20802142722,False,2142722,False,True,True,False
2633,20802142723,False,2142723,True,True,True,False
2634,20802142724,False,2142724,False,True,True,False
2635,20802142725,False,2142725,False,True,True,False
2636,20802142726,False,2142726,False,False,True,False
2637,20802142727,False,2142727,False,False,True,False
2638,20802142728,False,2142728,False,True,True,False
2639,20803118301,True,2118301,False,True,True,False
2640,20803118302,True,2118302,False,True,True,False
2641,20803118303,True,2118303,False,True,True,False
2642,20803118304,True,2118304,False,True,True,False
2643,20803118307,True,2118307,False,True,True,False
2644,20803118308,True,2118308,False,True,True,False
2645,20803118309,True,2118309,False,True,True,False
2646,20803118310,True,2118310,False,True,True,False
2647,20803118311,True,2118311,False,True,True,False
2648,20803118312,True,2118312,False,True,True,False
2649,20803118313,True,2118313,False,True,True,False
2650,20803118315,True,2118315,False,False,True,False
2651,20803118316,False,2118316,True,False,True,False
2652,20803118317,True,2118317,True,False,True,False
2653,20803118318,True,2118318,False,False,True,False
2654,20803118319,False,2118319,False,True,True,False
2655,20803118320,False,2118320,True,False,True,False
2656,20803118321,True,2118321,False,True,True,False
2657,20803118322,False,2118322,False,False,True,False
2658,20803118323,False,2118323,False,False,True,False
2659,20803118324,True,2118324,True,False,True,False
2660,20803118325,False,2118325,False,False,True,False
2661,20803118326,False,2118326,False,False,True,False
2662,20803118327,True,2118327,True,False,True,False
2663,20803118401,False,2118401,True,True,True,False
2664,20803118501,True,2118501,True,True,True,True
2665,20803118502,True,2118502,False,True,True,False
2666,20803118503,True,2118503,False,True,True,False
2667,20803118504,True,2118504,True,True,True,True
2668,20803118505,True,2118505,True,True,True,True
2669,20803118506,True,2118506,True,True,True,True
2670,20803118507,True,2118507,False,True,True,False
2671,20803118508,True,2118508,False,True,True,False
2672,20803118509,True,2118509,False,True,True,False
2673,20803118510,True,2118510,True,True,True,True
2674,20803118511,True,2118511,False,True,True,False
2675,20803118512,True,2118512,False,True,True,False
2676,20803118513,True,2118513,True,True,True,True
2677,20803118514,True,2118514,True,True,True,True
2678,20803118515,True,2118515,True,True,True,True
2679,20803118516,True,2118516,False,True,True,False
2680,20803118517,True,2118517,False,True,True,False
2681,20803118518,True,2118518,False,True,True,False
2682,20803118519,True,2118519,True,False,True,False
2683,20803118520,True,2118520,False,True,True,False
2684,20803118521,True,2118521,False,False,True,False
2685,20803118522,True,2118522,False,True,True,False
2686,20803118523,True,2118523,True,True,True,True
2687,20803118524,True,2118524,False,True,True,False
2688,20803118525,True,2118525,False,True,True,False
2689,20803118526,True,2118526,True,True,True,True
2690,20803118527,True,2118527,False,False,True,False
2691,20803118528,True,2118528,True,True,True,True
2692,20803118529,True,2118529,False,True,True,False
2693,20803118530,True,2118530,False,True,True,False
2694,20803118601,True,2118601,False,False,True,False
2695,20803118602,True,2118602,True,False,True,False
2696,20803118603,True,2118603,False,True,True,False
2697,20803118604,True,2118604,True,True,True,True
2698,20803118605,True,2118605,True,True,True,True
2699,20803118606,True,2118606,True,True,True,True
2700,20803118607,True,2118607,False,True,True,False
2701,20803118608,True,2118608,True,True,True,True
2702,20803118609,True,2118609,True,True,True,True
2703,20803118610,True,2118610,True,True,True,True
2704,20803118611,True,2118611,True,True,True,True
2705,20803118612,True,2118612,True,True,True,True
2706,20803118613,True,2118613,True,True,True,True
2707,20803118614,True,2118614,True,True,True,True
2708,20803118615,True,2118615,False,True,True,False
2709,20803118616,True,2118616,False,True,True,False
2710,20803118617,True,2118617,True,True,True,True
2711,20803118618,True,2118618,False,True,True,False
2712,20803118619,True,2118619,False,True,True,False
2713,20803118620,True,2118620,True,True,True,True
2714,20803118621,True,2118621,False,True,True,False
2715,20803118622,True,2118622,True,True,True,True
2716,20803118623,True,2118623,True,True,True,True
2717,20803118624,True,2118624,True,True,True,True
2718,20803118625,True,2118625,True,True,True,True
2719,20803118626,True,2118626,False,True,True,False
2720,20803118627,True,2118627,True,True,True,True
2721,20803118628,True,2118628,True,True,True,True
2722,20803118629,True,2118629,False,True,True,False
2723,20803118630,True,2118630,True,True,True,True
2724,20803118631,True,2118631,True,True,True,True
2725,20803118701,True,2118701,False,True,True,False
2726,20803118702,True,2118702,False,True,True,False
2727,20803118703,True,2118703,False,False,True,False
2728,20803118704,True,2118704,True,True,True,True
2729,20803118705,True,2118705,True,False,True,False
2730,20803118706,True,2118706,True,True,True,True
2731,20803118707,True,2118707,False,True,True,False
2732,20803118708,True,2118708,False,True,True,False
2733,20803118709,True,2118709,False,True,True,False
2734,20803118710,True,2118710,False,True,True,False
2735,20803118711,True,2118711,False,False,True,False
2736,20803118712,True,2118712,False,True,True,False
2737,20803118713,True,2118713,True,True,True,True
2738,20803118801,False,2118801,False,True,True,False
2739,20803118802,False,2118802,True,True,True,False
2740,20803118803,False,2118803,False,True,True,False
2741,20803118804,False,2118804,False,True,True,False
2742,20803118805,False,2118805,False,True,True,False
2743,20803118806,False,2118806,True,True,True,False
2744,20803118807,False,2118807,True,True,True,False
2745,20803118808,False,2118808,False,True,True,False
2746,20803118809,False,2118809,False,True,True,False
2747,20803118810,False,2118810,False,True,True,False
2748,20803118811,False,2118811,False,True,True,False
2749,20803118812,False,2118812,True,False,True,False
2750,20803118813,False,2118813,True,True,True,False
2751,20803118814,False,2118814,False,False,True,False
2752,20803118815,False,2118815,False,True,True,False
2753,20803118816,False,2118816,True,True,True,False
2754,20803118817,False,2118817,False,False,True,False
2755,20803118818,False,2118818,True,True,True,False
2756,20803118819,False,2118819,True,True,True,False
2757,20803118820,False,2118820,True,True,True,False
2758,20803118821,False,2118821,False,True,True,False
2759,20803118822,False,2118822,True,True,True,False
