region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
2116939,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,57,41,98,4,7,11,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,79,62,141,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,8,9,17,0,0,0,104,76,180
2116940,8,7,15,0,0,0,0,0,0,4,0,4,0,0,0,51,39,90,4,3,7,0,0,0,0,0,0,7,0,7,3,0,3,3,3,6,80,52,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,8,19,27,0,3,3,98,87,185
2116941,26,27,53,0,0,0,0,0,0,0,0,0,0,0,0,88,70,158,0,3,3,4,0,4,0,3,3,8,3,11,0,0,0,4,6,10,130,112,242,0,3,3,0,0,0,3,3,6,0,0,0,0,3,3,3,0,3,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,12,17,29,3,5,8,166,154,320
2116942,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,39,30,69,3,0,3,0,0,0,3,0,3,3,4,7,0,0,0,4,0,4,59,41,100,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,3,7,10,0,3,3,68,62,130
2116943,13,10,23,0,0,0,0,0,0,0,0,0,3,0,3,60,48,108,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,6,0,6,88,64,152,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,8,18,26,3,0,3,105,94,199
2116944,6,3,9,3,0,3,0,0,0,0,0,0,0,0,0,55,41,96,3,3,6,3,0,3,0,0,0,3,0,3,3,3,6,3,3,6,79,53,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,7,12,0,3,3,90,66,156
2116945,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,32,20,52,3,4,7,0,0,0,0,0,0,4,0,4,0,0,0,3,3,6,46,34,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,10,0,0,0,55,45,100
2116946,9,10,19,3,0,3,0,0,0,0,0,0,0,0,0,37,23,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,56,33,89,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,6,10,16,0,0,0,70,51,121
2116947,12,15,27,0,3,3,0,0,0,4,0,4,3,0,3,52,41,93,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62,136,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9,0,3,3,0,0,0,0,0,0,0,3,3,7,7,14,5,7,12,0,0,0,95,79,174
2116948,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,75,41,116,5,0,5,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,93,51,144,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,12,0,3,3,0,0,0,0,0,0,0,3,3,7,7,14,13,17,30,0,3,3,116,90,206
2116949,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,60,32,92,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,5,8,79,49,128,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25,4,10,14,0,3,3,102,77,179
2116950,15,14,29,0,0,0,0,0,0,0,0,0,0,0,0,64,36,100,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,86,56,142,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,19,24,0,3,3,104,84,188
2116951,19,7,26,0,0,0,0,0,0,0,0,0,0,0,0,61,49,110,3,3,6,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,89,62,151,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,5,10,15,4,0,4,107,88,195
2116952,6,5,11,0,4,4,0,0,0,0,0,0,0,0,0,39,26,65,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,49,42,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,14,18,3,0,3,64,60,124
2116953,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,46,37,83,4,3,7,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,70,53,123,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,0,3,0,0,0,3,0,3,7,6,13,9,19,28,0,3,3,92,85,177
2117001,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,77,71,148,4,4,8,0,0,0,0,0,0,0,3,3,0,0,0,5,3,8,91,89,180,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,4,4,0,0,0,0,0,0,0,4,4,10,7,17,7,14,21,0,0,0,115,114,229
2117002,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,55,44,99,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,117,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,0,0,0,0,3,3,8,7,15,6,16,22,3,0,3,84,82,166
2117003,5,0,5,3,3,6,0,0,0,0,3,3,0,0,0,40,42,82,3,0,3,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,57,51,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,16,0,0,0,65,65,130
2117004,3,7,10,0,3,3,0,0,0,3,0,3,3,0,3,71,59,130,0,4,4,0,0,0,3,0,3,3,3,6,0,0,0,3,0,3,89,76,165,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,3,3,0,0,0,0,0,0,0,3,3,3,5,8,3,13,16,0,0,0,101,100,201
2117005,3,3,6,0,3,3,0,0,0,3,3,6,0,0,0,34,26,60,3,6,9,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,49,44,93,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,9,0,0,0,59,49,108
2117006,15,14,29,0,0,0,0,0,0,0,3,3,0,0,0,81,79,160,5,3,8,3,0,3,0,0,0,6,3,9,0,0,0,3,3,6,113,105,218,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,3,0,3,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,9,19,28,3,3,6,144,139,283
2117007,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,36,38,74,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,51,44,95,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,4,0,4,66,54,120
2117008,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,54,56,110,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,64,63,127,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,12,3,0,3,0,0,0,0,0,0,3,0,3,4,10,14,4,8,12,0,0,0,81,87,168
2117009,6,10,16,0,0,0,0,0,0,5,0,5,0,0,0,63,48,111,0,7,7,0,0,0,0,0,0,3,0,3,3,3,6,3,0,3,83,68,151,3,0,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,9,15,0,0,0,95,88,183
2117010,3,7,10,0,0,0,3,0,3,0,0,0,0,0,0,68,53,121,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,77,66,143,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,10,17,3,0,3,94,85,179
2117011,11,7,18,0,0,0,0,0,0,3,0,3,0,0,0,68,51,119,5,3,8,3,0,3,0,0,0,3,0,3,0,3,3,6,3,9,99,67,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,3,3,0,0,0,0,0,0,0,3,3,5,18,23,14,18,32,3,3,6,125,109,234
2117012,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,70,44,114,0,7,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,78,60,138,3,0,3,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,6,10,16,4,0,4,104,87,191
2117013,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,37,28,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,43,34,77,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,3,8,11,0,0,0,58,56,114
2117014,4,0,4,0,0,0,0,0,0,0,3,3,3,0,3,62,52,114,3,3,6,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,78,58,136,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,10,15,0,0,0,86,79,165
2117015,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,67,51,118,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,76,62,138,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,6,0,0,0,0,0,0,3,3,6,6,14,20,11,14,25,0,3,3,103,96,199
2117016,3,3,6,0,0,0,0,0,0,3,4,7,0,0,0,60,53,113,0,7,7,3,0,3,0,0,0,0,3,3,0,0,0,3,3,6,72,73,145,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,13,16,3,0,3,87,98,185
2117017,4,5,9,0,0,0,0,0,0,3,0,3,0,0,0,62,55,117,3,4,7,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,82,64,146,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,4,7,11,8,23,31,3,3,6,105,97,202
2117018,0,6,6,0,0,0,0,0,0,3,3,6,0,0,0,60,67,127,3,3,6,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,74,79,153,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,7,12,19,4,4,8,94,113,207
2117019,5,11,16,0,0,0,0,0,0,6,0,6,0,0,0,51,47,98,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,66,62,128,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,13,3,0,3,0,0,0,0,0,0,3,0,3,5,3,8,6,6,12,3,3,6,93,77,170
2117020,12,0,12,0,0,0,0,0,0,6,3,9,0,0,0,59,49,108,3,3,6,0,0,0,0,0,0,3,0,3,0,3,3,3,0,3,86,58,144,0,0,0,0,0,0,0,3,3,5,3,8,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,5,5,0,0,0,0,0,0,0,5,5,12,4,16,3,13,16,0,0,0,106,86,192
2117021,5,5,10,0,0,0,0,0,0,3,3,6,3,3,6,71,82,153,3,7,10,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,91,100,191,0,0,0,0,0,0,3,0,3,0,3,3,0,3,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,12,17,29,4,4,8,114,143,257
2117022,11,4,15,0,3,3,0,0,0,7,3,10,0,0,0,83,75,158,3,3,6,0,0,0,3,0,3,4,3,7,0,0,0,3,0,3,114,91,205,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,12,0,3,3,0,0,0,0,0,0,0,3,3,7,6,13,14,15,29,0,0,0,138,124,262
2117023,14,8,22,0,0,0,0,0,0,7,4,11,0,0,0,84,54,138,3,3,6,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,117,69,186,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,8,18,26,0,3,3,142,106,248
2117024,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,36,32,68,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,46,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,5,10,15,0,0,0,54,57,111
2117025,10,7,17,0,4,4,0,0,0,0,0,0,0,0,0,79,65,144,0,4,4,3,0,3,3,0,3,0,0,0,4,0,4,0,4,4,99,84,183,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,7,17,24,0,0,0,124,114,238
2117026,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,98,65,163,4,8,12,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,124,76,200,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,11,0,3,3,0,0,0,0,0,0,0,3,3,4,10,14,3,9,12,4,4,8,143,105,248
2117027,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,59,43,102,0,6,6,0,0,0,0,0,0,3,3,6,3,0,3,0,4,4,68,62,130,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,10,9,19,3,0,3,87,87,174
2117028,14,17,31,0,3,3,0,0,0,0,0,0,0,3,3,67,63,130,4,3,7,0,0,0,0,0,0,4,0,4,0,0,0,4,3,7,93,92,185,0,5,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,8,9,17,4,3,7,115,117,232
2117029,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,76,59,135,0,6,6,0,0,0,4,0,4,0,0,0,0,0,0,0,6,6,89,82,171,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,9,20,0,0,0,106,100,206
2117030,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,29,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,6,9,0,0,0,42,36,78
2117031,7,6,13,0,0,0,0,0,0,0,3,3,0,0,0,66,51,117,3,5,8,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,82,68,150,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,4,0,0,0,0,0,0,4,0,4,4,7,11,8,18,26,0,0,0,101,96,197
2117032,12,3,15,3,3,6,0,0,0,0,0,0,0,0,0,62,60,122,3,6,9,0,0,0,0,0,0,3,0,3,3,0,3,3,4,7,89,76,165,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,3,12,3,3,6,0,0,0,0,0,0,3,3,6,6,7,13,3,17,20,0,3,3,110,109,219
2117033,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,90,83,173,7,4,11,4,0,4,0,0,0,3,0,3,0,0,0,7,3,10,124,105,229,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,10,11,21,3,3,6,159,130,289
2117034,18,9,27,0,3,3,0,0,0,0,0,0,3,0,3,73,48,121,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,64,165,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,3,18,21,0,0,0,114,89,203
2117035,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,53,45,98,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,71,66,137,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,9,9,0,0,0,92,79,171
2117036,18,11,29,0,0,0,0,0,0,0,0,0,0,0,0,61,50,111,4,0,4,0,0,0,0,0,0,9,0,9,0,0,0,0,5,5,92,66,158,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,10,7,17,4,4,8,112,91,203
2117037,9,10,19,0,0,0,0,0,0,0,3,3,0,3,3,72,71,143,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,87,90,177,3,0,3,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,15,3,0,3,0,0,0,0,0,0,3,0,3,9,10,19,5,11,16,3,0,3,116,117,233
2117038,10,8,18,4,0,4,0,0,0,0,0,0,0,0,0,68,39,107,3,8,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,88,55,143,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,3,3,5,10,15,9,15,24,0,3,3,102,90,192
2117101,12,13,25,3,0,3,0,0,0,0,0,0,0,3,3,94,90,184,4,8,12,0,0,0,3,0,3,4,0,4,3,0,3,5,0,5,128,114,242,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,27,36,3,3,6,149,147,296
2117102,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,61,78,139,4,5,9,0,0,0,0,0,0,3,3,6,0,0,0,4,0,4,72,91,163,3,0,3,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,15,3,0,3,0,0,0,0,0,0,3,0,3,3,3,6,7,12,19,4,0,4,98,112,210
2117103,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,61,48,109,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,65,57,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,0,0,0,0,0,0,3,3,6,0,7,7,8,9,17,5,0,5,81,80,161
